,ECO Code,ECO Name,Number of Master Games,Number of f6 moves,SF Eval,No f6 Eval,No f6 Delta,Colour
1. e4 e6 2. d4 a6,C00,French Defense: St. George Defense,207,0,48,65,17,C2
1. Nf3 Nf6 2. b4,A05,Polish Opening: Zukertort System,207,0,-30,-20,10,C0
1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7 6. O-O O-O 7. b3,E17,Queen's Indian Defense: Euwe Variation,207,0,15,18,3,C4
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Na5 10. Bc2 c5 11. d4 Nc6,C96,"Ruy Lopez: Closed, Borisenko Variation",207,0,110,116,6,C2
1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. O-O Nf6 5. d3 a5 6. c3,C54,"Italian Game: Classical Variation, Giuoco Pianissimo, with a5",207,0,17,26,9,C2
1. e4 Nc6 2. d4 d5 3. Nc3 Nf6,B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Vehre Variation",206,0,109,135,26,C1
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 a6 5. c4 e5,B32,"Sicilian Defense: O'Kelly Variation, MarÃ³czy Bind, Geller Line",205,0,50,52,2,C1
1. d4 d5 2. e3 Nf6 3. Bd3,D00,Queen's Pawn Game: Stonewall Attack,205,0,-31,-29,2,C3
1. Nc3 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4,A00,Van Geet Opening: Sicilian Two Knights,205,0,20,31,11,C0
1. d4 d5 2. c4 Nc6 3. Nf3 e5,D07,"Queen's Gambit Declined: Chigorin Defense, Lazard Gambit",203,0,68,87,19,C3
1. e4 e5 2. Nf3 Nc6 3. Bb5 Nge7 4. Nc3 g6,C60,"Ruy Lopez: Cozio Defense, Paulsen Variation",203,0,65,114,49,C2
1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. g3 Bb4+ 5. Bd2 Be7 6. Bg2 O-O 7. O-O c6 8. Bf4 b6,E06,Catalan Opening: Closed,203,0,32,27,-5,C4
1. e4 e5 2. f4 Bc5 3. Nf3 d6 4. c3,C30,King's Gambit Declined: Classical Variation,202,0,26,19,-7,C2
1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. O-O Bc5 6. e5,C56,"Italian Game: Two Knights Defense, Max Lange Attack",202,0,36,39,3,C2
1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. g3 Bb4+ 5. Bd2 Be7 6. Bg2 O-O 7. O-O c6 8. Qc2 Nbd7 9. Bf4 b6 10. Nbd2 Ba6,E11,Bogo-Indian Defense: Retreat Variation,200,0,17,35,18,C4
1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Be7 5. Bg5 O-O 6. e3 Nbd7 7. Rc1 c6 8. Qc2,D64,"Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack",199,0,20,20,0,C3
1. e4 Nc6 2. d4 e5 3. d5,B00,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",198,0,86,81,-5,C1
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 Nc6 7. O-O,E48,Nimzo-Indian Defense: Ragozin Defense,198,0,36,34,-2,C4
1. c4 Nf6 2. Nf3 d5,A15,"English Opening: Anglo-Indian Defense, Scandinavian Defense",197,0,60,73,13,C0
1. e4 a6 2. d4 b5 3. Nf3 Bb7 4. Bd3 e6,B00,St. George Defense: Polish Variation,197,0,79,95,16,C1
1. e4 e5 2. f4 exf4 3. Nf3 Ne7,C34,King's Gambit Accepted: Bonsch-Osmolovsky Variation,197,0,13,25,12,C2
1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Nc3 Nxe4 8. O-O Bxc3,C54,"Italian Game: Classical Variation, Greco Gambit, Main Line",196,0,-27,-9,18,C2
1. e4 e5 2. Nf3 Nc6 3. Bb5 f5 4. Bxc6,C63,"Ruy Lopez: Schliemann Defense, Exchange Variation",196,0,-2,5,7,C2
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 d5 6. a3,E51,"Nimzo-Indian Defense: Normal Variation, SÃ¤misch Deferred",194,0,7,12,5,C4
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 Qb6,D15,Slav Defense: SÃ¼chting Variation,194,0,63,90,27,C3
1. e4 e5 2. f4 d5 3. exd5 e4,C31,"King's Gambit Declined: Falkbeer Countergambit, Staunton Line",193,0,39,44,5,C2
1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 d6 6. Nge2 Be6,A25,"English Opening: King's English Variation, Bremen-Hort Variation",193,0,58,60,2,C0
1. c4 e6 2. Nc3 Nf6 3. Nf3 b6 4. e4 Bb7 5. Bd3,A17,"English Opening: Anglo-Indian Defense, Queen's Indian Variation",193,0,1,25,24,C0
1. e4 g6 2. d4 Bg7 3. Nc3 c5 4. dxc5 Qa5,B06,"Pterodactyl Defense: Eastern, Pterodactyl",193,0,98,140,42,C1
1. e4 e5 2. f4 d5 3. exd5 c6,C31,"King's Gambit Declined: Falkbeer Countergambit, Nimzowitsch-Marshall Countergambit",192,0,13,18,5,C2
1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7 8. O-O O-O 9. Bg5 cxd4 10. Nxd4 h6 11. Be3 Bg4,D34,"Tarrasch Defense: Classical Variation, Spassky Variation",191,0,45,44,-1,C3
1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Qb3 dxc4 6. Qxc4 O-O 7. e4 c6,D97,"GrÃ¼nfeld Defense: Russian Variation, Szabo Variation",191,0,58,47,-11,C3
1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 Nf6 6. d4,B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Lutikov Gambit",191,0,17,25,8,C1
1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nd3,C42,Petrov's Defense: Karklins-Martinovsky Variation,190,0,3,23,20,C2
1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Nc3 Nxe4 8. O-O Bxc3 9. d5,C54,"Italian Game: Classical Variation, Greco Gambit, Moeller-Therkatz Attack",190,0,-33,-4,29,C2
1. e4 e6 2. d4 d5 3. Nd2 c5 4. c3,C07,"French Defense: Tarrasch Variation, Open System, SÃ¼chting Line",190,0,-16,-22,-6,C2
1. e4 c5 2. Nf3 a6 3. g3,B28,"Sicilian Defense: O'Kelly Variation, RÃ©ti System",189,0,31,51,20,C1
1. e4 e5 2. Nc3 Nf6 3. f4 d5 4. fxe5 Nxe4 5. d3,C29,"Vienna Game: Vienna Gambit, Modern Variation",189,0,-76,-45,31,C2
1. e4 e5 2. Nf3 d6 3. d4 Nf6 4. dxe5 Nxe4 5. Qd5,C41,"Philidor Defense: Nimzowitsch Variation, Rellstab Variation",189,0,77,79,2,C2
1. b4 c6,A00,Polish Opening: Outflank Variation,188,0,-13,-10,3,C0
1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Be3 Qf6 6. c3 Qg6,C45,"Scotch Game: Classical Variation, Millennium Variation",188,0,35,46,11,C2
1. d4 d5 2. c4 e6 3. Nc3 c6 4. Nf3 dxc4 5. Bg5,D31,"Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Variation",187,57,-18,-4,14,C3
1. e4 e5 2. d4 exd4 3. c3,C21,Danish Gambit,187,0,-30,-25,5,C2
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Nb3,B33,"Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation",186,0,-25,-22,3,C1
1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 Nf6 6. Qa4,B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Totsky Attack",185,0,0,13,13,C1
1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Nf3 c5 8. Rb1 O-O 9. Be2 Nc6 10. d5 Bxc3+,D85,"GrÃ¼nfeld Defense: Exchange Variation, Modern Exchange Variation, Pawn Grab Line",185,0,48,55,7,C3
1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 exd4,C44,Scotch Game: Benima Defense,185,0,40,43,3,C2
1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Qa4+ Nbd7 6. Qxc4,E03,Catalan Opening: Open Defense,184,0,24,19,-5,C4
1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 Nc6 7. Nge2 Rb8,E83,"King's Indian Defense: SÃ¤misch Variation, Ruban Variation",184,0,72,75,3,C4
1. e4 Nc6 2. d4 d5 3. Nc3 dxe4,B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation",184,0,22,24,2,C1
1. d4 Nf6 2. c4 d6 3. Nc3 Bf5 4. g3,A53,"Old Indian Defense: Janowski Variation, Fianchetto Variation",184,0,76,69,-7,C0
1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5 5. Bb5+ Nbd7 6. c4,B01,"Scandinavian Defense: Portuguese Gambit, Jadoul Variation",183,0,50,63,13,C1
1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. Re1 e5 6. b4,B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Gurgenidze Variation",181,0,21,31,10,C1
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 Nc6 8. Qd2 O-O 9. Bc4 Nxd4 10. Bxd4 Be6,B77,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Czerniak Variation",181,0,60,67,7,C1
1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 e6 5. Bxc4 c5 6. O-O cxd4,D26,"Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Exchange Variation",181,0,46,54,8,C3
1. e4 e5 2. f4 exf4 3. Nf3 Nf6,C34,King's Gambit Accepted: Schallopp Defense,180,0,-47,-55,-8,C2
1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. e3 e6 5. Nf3 Nbd7 6. Bd3 dxc4 7. Bxc4 b5 8. Bd3 Bb7 9. e4 b4 10. Na4 c5 11. e5 Nd5 12. O-O cxd4 13. Nxd4,D47,"Semi-Slav Defense: Meran Variation, Wade Variation, Kaidanov Gambit",180,0,33,27,-6,C3
1. e4 Nc6 2. d4 d5 3. Nc3 dxe4 4. d5,B00,Van Geet Opening: Berlin Gambit,180,0,18,23,5,C1
1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 Bf5,B03,"Alekhine Defense: Four Pawns Attack, Trifunovic Variation",179,0,68,122,54,C1
1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. O-O Nf6 5. d3 h6,C54,"Italian Game: Classical Variation, Giuoco Pianissimo, with h6",179,0,20,20,0,C2
1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 d6 6. Bc4 a6 7. O-O Nf6,B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Classical Formation",178,0,-26,-23,3,C1
1. g4,A00,Grob Opening,178,0,-136,-120,16,C0
1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. f4 e5 7. Nh3 Nge7,B25,"Sicilian Defense: Closed, Botvinnik Defense, Edge Variation",178,0,-19,-8,11,C1
1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qa5+ 5. Nc3 d6,A42,Pterodactyl Defense,177,0,73,88,15,C0
1. e4 c5 2. Nf3 d6 3. c3 Nf6 4. Be2 Nc6 5. d4 cxd4 6. cxd4 Nxe4,B50,"Sicilian Defense: Delayed Alapin Variation, Basman-Palatnik Gambit",177,0,58,62,4,C1
1. Nf3 d5 2. b3 Nf6 3. Bb2 g6 4. c4 c6,A12,"RÃ©ti Opening: Anglo-Slav Variation, Bled Variation",176,0,28,34,6,C0
1. d4 d5 2. c4 e6 3. Nc3 c6 4. Nf3 dxc4 5. g3,D31,"Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Gambit",176,0,1,20,19,C3
1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. Nge2 e5,B25,"Sicilian Defense: Closed, Botvinnik Defense, with Nge2",176,0,-15,51,66,C1
1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 a6,C13,"French Defense: Alekhine-Chatard Attack, MarÃ³czy Variation",175,0,121,128,7,C2
1. e4 e5 2. Nc3 Nf6 3. Bc4 Nxe4 4. Qh5 Nd6 5. Bb3 Be7,C27,"Vienna Game: Stanley Variation, Monster Declined",174,0,0,16,16,C2
1. Nf3 f5 2. d3 Nf6 3. e4,A04,Zukertort Opening: Lisitsyn Gambit Deferred,173,0,36,46,10,C0
1. Nf3 d5 2. d4 Bg4,D02,Queen's Pawn Game: Anti-Torre,173,0,66,81,15,C3
1. d4 f5 2. c4 Nf6 3. g3 e6 4. Bg2 Be7 5. Nf3 O-O 6. O-O d6 7. Nc3 Qe8 8. Re1,A97,"Dutch Defense: Classical Variation, Ilyin-Zhenevsky Variation, Winter Variation",173,0,64,60,-4,C0
1. e4 c5 2. Nf3 g6 3. d4 Bg7 4. Nc3 Qa5,B27,Modern Defense: Pterodactyl Variation,172,0,126,117,-9,C1
1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nxf7,C42,Petrov's Defense: Cochrane Gambit,172,0,-107,-120,-13,C2
1. e4 e5 2. Nf3 Nc6 3. Bb5 f5 4. d4,C63,"Ruy Lopez: Schliemann Defense, SchÃ¶nemann Attack",172,0,0,0,0,C2
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Bc5 10. Qd3,C82,"Ruy Lopez: Open, Motzko Attack",172,2,8,23,15,C2
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 b6 5. e3 Ne4 6. Qc2,E43,Nimzo-Indian Defense: St. Petersburg Variation,171,0,32,26,-6,C4
1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Nd6 6. Bxc6 dxc6 7. dxe5 Ne4,C67,"Ruy Lopez: Berlin Defense, l'Hermet Variation, Westerinen Line",170,0,59,89,30,C2
1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Be2 O-O 6. f4,E77,King's Indian Defense: Four Pawns Attack,170,0,14,18,4,C4
1. d4 g6 2. c4 Bg7 3. e4 d6 4. Be3 Nf6 5. f3,A42,"Modern Defense: Averbakh Variation, Pseudo-SÃ¤misch",170,0,29,47,18,C0
1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. a4,C51,Italian Game: Evans Gambit Declined,170,0,27,28,1,C2
1. e4 e5 2. f4 exf4 3. Nf3 Be7,C35,King's Gambit Accepted: Cunningham Defense,170,0,-23,-13,10,C2
1. e4 e5 2. Bc4 Bc5,C23,Bishop's Opening: Boi Variation,170,0,19,20,1,C2
1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7 8. O-O O-O 9. dxc5 d4,D34,"Tarrasch Defense: Classical Variation, Classical Tarrasch Gambit",169,0,54,58,4,C3
1. d4 d5 2. c4 e6 3. Nc3 Be7 4. Nf3 Nf6 5. Bg5 h6 6. Bh4 O-O 7. e3 b6 8. cxd5 exd5,D58,"Queen's Gambit Declined: Tartakower Defense, Exchange Variation",169,0,39,40,1,C3
1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bf4,D35,Queen's Gambit Declined: Harrwitz Attack,169,0,-16,-13,3,C3
1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Nc3,C84,"Ruy Lopez: Closed, Morphy Attack",169,0,0,5,5,C2
1. e4 e5 2. Nf3 Nf6 3. Bc4,C42,Petrov's Defense: Italian Variation,169,0,-56,0,56,C2
1. e4 c5 2. Nf3 d6 3. c3 Nf6 4. Be2 Nc6 5. d4 cxd4 6. cxd4 Nxe4 7. d5 Qa5+ 8. Nc3 Nxc3 9. bxc3,B50,"Sicilian Defense: Delayed Alapin Variation, Basman-Palatnik Double Gambit",168,0,53,61,8,C1
1. e4 c5 2. Nf3 g6 3. d4 Bg7 4. dxc5 Qa5+ 5. Nc3,B27,"Pterodactyl Defense: Sicilian, Rhamphorhynchus",168,0,28,28,0,C1
1. d4 d5 2. c4 dxc4 3. Nf3 Nf6 4. e3 Be6,D25,Queen's Gambit Accepted: Winawer Defense,167,0,70,67,-3,C3
1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bd3,C11,"French Defense: Classical Variation, Swiss Variation",166,0,-30,-9,21,C2
1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6 5. Nxc6 bxc6 6. Nd2,C45,Scotch Game: Tartakower Variation,166,0,-19,1,20,C2
1. e4 e5 2. f4 d5 3. exd5 e4 4. d3,C31,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit",165,0,45,32,-13,C2
1. e4 c5 2. Nf3 e6 3. b4,B40,Sicilian Defense: Wing Gambit Deferred,165,0,-32,-29,3,C1
1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 d5,B32,Sicilian Defense: Nimzo-American Variation,164,0,96,103,7,C1
1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 c5 5. dxc5 Nc6,E23,"Nimzo-Indian Defense: Spielmann Variation, Romanovsky Gambit",164,0,-17,-16,1,C4
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be2 Bg7 7. O-O O-O 8. Be3 Nc6 9. Nb3 Be6 10. f4 Na5,B74,"Sicilian Defense: Dragon Variation, Classical Variation, MarÃ³czy Line",163,0,15,27,12,C1
1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. c3,B40,Sicilian Defense: Smith-Morra Gambit Deferred,163,0,-27,-27,0,C1
1. b4 d5 2. Nf3,A06,Zukertort Opening: Santasiere's Folly,162,5,-23,-27,-4,C0
1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Be2 O-O 6. Bg5 a6,E73,"King's Indian Defense: Averbakh Variation, Spanish Defense",162,0,66,71,5,C4
1. e4 e5 2. Nf3 Nc6 3. c3 d5 4. Qa4 f6,C44,Ponziani Opening: Steinitz Variation,161,0,-19,-27,-8,C2
1. d4 f5 2. h3,A80,Dutch Defense: Korchnoi Attack,161,0,35,27,-8,C0
1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7 8. h5 Bh7 9. Bd3 Bxd3 10. Qxd3 Ngf6 11. Bd2 e6 12. O-O-O Bd6,B19,"Caro-Kann Defense: Classical Variation, Seirawan Variation",161,0,51,57,6,C1
1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 d6 5. Bg2 O-O 6. O-O Nbd7 7. Nc3 a6,E64,"King's Indian Defense: Fianchetto Variation, Hungarian Variation",160,0,66,72,6,C4
1. e4 c5 2. Bc4,B20,Sicilian Defense: Bowdler Attack,160,0,-18,-5,13,C1
1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 d6 6. O-O Nc6 7. Nc3 a6 8. h3 Rb8 9. Be3 b5 10. Nd2,E63,"King's Indian Defense: Fianchetto Variation, Panno Variation, Korchnoi Line",160,0,0,1,1,C4
1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Bb4 5. e5 h6 6. exf6,C12,"French Defense: MacCutcheon Variation, Chigorin Variation",160,0,14,28,14,C2
1. e4 g6 2. d4 Bg7 3. Bc4,B06,Modern Defense: Bishop Attack,159,0,29,33,4,C1
1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Bf4 Bg7 5. e3 O-O 6. Rc1 c5 7. dxc5 Be6,D83,"GrÃ¼nfeld Defense: Brinckmann Attack, GrÃ¼nfeld Gambit, Botvinnik Variation",158,0,3,9,6,C3
1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3,C25,"Vienna Gambit, with Max Lange Defense: Knight Variation",158,0,-69,-63,6,C2
1. e4 c5 2. Nf3 a6 3. c3 d6,B28,"Sicilian Defense: O'Kelly Variation, Venice System, Steiner Line",158,0,97,94,,
1. d4 d5 2. c4 dxc4 3. e4 c5 4. d5 Nf6 5. Nc3 b5,D20,Queen's Gambit Accepted: Linares Variation,157,0,75,109,,
1. e4 Nc6 2. d4 e5 3. dxe5 Nxe5 4. Nf3,B00,"Nimzowitsch Defense: Kennedy Variation, Paulsen Attack",157,0,60,79,,
1. c4 e5 2. g3 Nf6 3. Bg2 d5 4. cxd5 Nxd5 5. Nf3 Nc6 6. d3 Be7 7. O-O O-O,A29,"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line",157,0,-12,-5,,
1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. exd5 exd5 5. Bg5,C01,"French Defense: Exchange Variation, Svenonius Variation",157,0,0,7,,
1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 c5,D50,Queen's Gambit Declined: Been-Koomen Variation,157,0,25,26,,
1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 c6 7. Bd3 a6,E81,"King's Indian Defense: SÃ¤misch Variation, Byrne Defense",156,0,40,63,,
1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Ne4,C13,"French Defense: Classical Variation, Tartakower Variation",155,0,90,105,,
1. e4 d6 2. d4 Nf6 3. Nc3 e5 4. Nf3 Nbd7 5. Bc4 Be7 6. O-O O-O 7. Qe2 c6 8. a4 exd4,C41,"Philidor Defense: Lion Variation, Sozin Variation",155,0,0,4,,
1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ c6 7. dxc6 bxc6 8. Qf3 Rb8,C58,"Italian Game: Two Knights Defense, Colman Variation",155,0,-13,15,,
1. d4 Nf6 2. Nc3 d5 3. e4,D00,Queen's Pawn Game: HÃ¼bsch Gambit,154,0,-62,-63,,
1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 g6,B03,"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",153,0,97,124,,
1. e4 e5 2. f4 exf4 3. Bc4 d5,C33,"King's Gambit Accepted: Bishop's Gambit, Bledow Variation",153,0,-47,-31,,
1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nc3 Bb4,C45,Scotch Game: Modern Defense,153,0,83,86,,
1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. e3,A40,"Pterodactyl Defense: Queen Pterodactyl, Quiet Line",152,0,21,22,,
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Nc3,C37,King's Gambit Accepted: Quaade Gambit,152,0,-84,-77,,
1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Qh4 5. Nc3,C45,Scotch Game: Steinitz Variation,152,0,89,89,,
1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 b5 8. e5 dxe5 9. fxe5 Qc7 10. Qe2,B96,"Sicilian Defense: Najdorf Variation, Polugaevsky Variation, Simagin Line",151,0,51,76,,
1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. e5 d5 7. Bb5 Ne4 8. cxd4 Bb4+,C54,"Italian Game: Classical Variation, Greco Gambit, Anderssen Variation",150,0,23,39,,
1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. h4,D80,GrÃ¼nfeld Defense: Zaitsev Gambit,149,0,-20,-18,,
1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f4 O-O 6. Nf3 c5 7. Be2,E78,"King's Indian Defense: Four Pawns Attack, Fluid Attack",149,0,21,25,,
1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 Bb4 5. Nxe5 Qe7,C47,"Four Knights Game: Scotch Variation, Krause Gambit, Leonhardt Defense",149,0,28,58,,
1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2,D08,"Queen's Gambit Declined: Albin Countergambit, Modern Line",149,2,76,79,,
1. e4 Nc6 2. Nf3 f5,B00,Nimzowitsch Defense: Colorado Countergambit,148,0,133,137,,
1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4,C37,King's Gambit Accepted: King's Knight's Gambit,148,0,-130,-114,,
1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. exd5 exd5 5. Bd3 Ne7 6. Qh5,C15,"French Defense: Winawer Variation, Exchange Variation, Canal Attack",147,0,22,49,,
1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O 6. e5 Nfd7 7. h4,B09,"Pirc Defense: Austrian Attack, Unzicker Attack, Bronstein Variation",145,0,35,43,,
1. Nf3 Nf6 2. g3 g6 3. b3 Bg7 4. Bb2 O-O 5. Bg2 d6 6. O-O,A05,Zukertort Opening: Double Fianchetto Attack,145,0,-6,2,,
1. c4 e5 2. g3 h5,A20,English Opening: Drill Variation,144,0,55,55,,
1. e4 Nc6 2. Nf3 e6,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,144,0,82,102,,
1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. c3 dxc3 5. Bc4,C44,"Scotch Game: GÃ¶ring Gambit, Double Pawn Sacrifice",144,0,-32,-26,,
1. e4 e5 2. Nf3 d6 3. d4 Nd7 4. Bc4 c6 5. O-O Be7 6. dxe5,C41,"Philidor Defense: Hanham Variation, Steiner Variation",144,0,116,136,,
1. b4 e5 2. a3,A00,Polish Opening: Bugayev Attack,144,0,-54,-43,,
1. d4 Nf6 2. Nf3 e6 3. Bg5 c5 4. e3 b6 5. d5,A46,"Torre Attack: Classical Defense, Petrosian Gambit",143,0,92,82,,
1. e4 e5 2. Nf3 Nf6 3. d4 Nxe4 4. Bd3 d5 5. Nxe5 Bd6 6. O-O O-O 7. c4 Bxe5,C43,"Petrov's Defense: Modern Attack, Trifunovic Variation",142,0,45,59,,
1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. d4 exd4 5. O-O,C65,"Ruy Lopez: Berlin Defense, Nyholm Attack",142,0,-5,11,,
1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. g3 Be6,D09,"Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation, Be6 Line",141,0,128,136,,
